Well,Well Position,Omit,Sample,Target,Task,Reporter,Quencher,Amp Status,Amp Score,BioRad Cq,Thermo Cq,Cq Confidence,Cq Mean,Cq SD,,
154,G10,FALSE,144,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
155,G11,FALSE,160,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
155,G11,FALSE,160,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
155,G11,FALSE,160,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
156,G12,FALSE,176,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
156,G12,FALSE,176,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
156,G12,FALSE,176,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
157,G13,FALSE,192,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.569314272,NaN,24.67056847,0.988405676,24.67056847,,,
157,G13,FALSE,192,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.628121332,NaN,35.98470306,0.982831531,35.98470306,,,
157,G13,FALSE,192,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.236338694,NaN,35.55644989,0.952326971,35.55644989,,,
158,G14,FALSE,208,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.608097244,NaN,24.67945671,0.987620396,24.67945671,,,
158,G14,FALSE,208,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.516173747,NaN,33.32394409,0.966315797,33.32394409,,,
158,G14,FALSE,208,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Inconclusive,1.900986824,NaN,33.24095535,0.815762508,33.24095535,,,
159,G15,FALSE,222,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
159,G15,FALSE,222,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
159,G15,FALSE,222,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
160,G16,FALSE,238,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
160,G16,FALSE,238,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
160,G16,FALSE,238,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
161,G17,FALSE,254,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
161,G17,FALSE,254,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
161,G17,FALSE,254,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
162,G18,FALSE,270,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
162,G18,FALSE,270,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
162,G18,FALSE,270,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
163,G19,FALSE,286,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
163,G19,FALSE,286,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
163,G19,FALSE,286,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
146,G2,FALSE,20,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
146,G2,FALSE,20,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
146,G2,FALSE,20,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
164,G20,FALSE,302,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.20502048,NaN,0,,,,
164,G20,FALSE,302,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,33.51217599,NaN,0,,,,
164,G20,FALSE,302,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,29.41195006,NaN,0,,,,
165,G21,FALSE,316,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.3314628,NaN,0,,,,
165,G21,FALSE,316,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,29.74097193,NaN,0,,,,
165,G21,FALSE,316,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,27.74828448,NaN,0,,,,
166,G22,FALSE,332,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.253115065,NaN,NaN,0,,,,
166,G22,FALSE,332,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
166,G22,FALSE,332,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.611685092,NaN,NaN,0,,,,
167,G23,FALSE,348,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
167,G23,FALSE,348,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
167,G23,FALSE,348,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
168,G24,FALSE,364,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
168,G24,FALSE,364,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
168,G24,FALSE,364,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
147,G3,FALSE,34,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
147,G3,FALSE,34,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.341299308,NaN,36.46601868,0.966746068,36.46601868,,,
147,G3,FALSE,34,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
148,G4,FALSE,50,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
148,G4,FALSE,50,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
148,G4,FALSE,50,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.236355375,NaN,NaN,0,,,,
149,G5,FALSE,66,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
149,G5,FALSE,66,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
149,G5,FALSE,66,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
150,G6,FALSE,82,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
150,G6,FALSE,82,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
150,G6,FALSE,82,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
151,G7,FALSE,98,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
151,G7,FALSE,98,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
151,G7,FALSE,98,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
152,G8,FALSE,114,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
152,G8,FALSE,114,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
152,G8,FALSE,114,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
153,G9,FALSE,128,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
153,G9,FALSE,128,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
153,G9,FALSE,128,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
169,H1,FALSE,12,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
169,H1,FALSE,12,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,35.89654339,NaN,0,,,,
169,H1,FALSE,12,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
178,H10,FALSE,152,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
178,H10,FALSE,152,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.14528946,NaN,0,,,,
178,H10,FALSE,152,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,32.49094293,NaN,0,,,,
179,H11,FALSE,168,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
179,H11,FALSE,168,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
179,H11,FALSE,168,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
180,H12,FALSE,184,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
180,H12,FALSE,184,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
180,H12,FALSE,184,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
181,H13,FALSE,200,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0.470257513,NaN,NaN,0,,,,
181,H13,FALSE,200,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
181,H13,FALSE,200,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
182,H14,FALSE,214,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
182,H14,FALSE,214,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
182,H14,FALSE,214,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
183,H15,FALSE,230,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
183,H15,FALSE,230,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
183,H15,FALSE,230,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
184,H16,FALSE,246,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
184,H16,FALSE,246,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
184,H16,FALSE,246,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
185,H17,FALSE,262,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
185,H17,FALSE,262,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
185,H17,FALSE,262,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
186,H18,FALSE,278,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
186,H18,FALSE,278,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
186,H18,FALSE,278,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
187,H19,FALSE,294,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
187,H19,FALSE,294,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
187,H19,FALSE,294,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
170,H2,FALSE,26,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0.92513281,NaN,NaN,0,,,,
170,H2,FALSE,26,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.51825784,NaN,34.95119476,0.975643368,34.95119476,,,
170,H2,FALSE,26,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.29777093,NaN,34.38764954,0.968866638,34.38764954,,,
188,H20,FALSE,308,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
188,H20,FALSE,308,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
188,H20,FALSE,308,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
189,H21,FALSE,324,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
189,H21,FALSE,324,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
189,H21,FALSE,324,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
190,H22,FALSE,340,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
190,H22,FALSE,340,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
190,H22,FALSE,340,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
191,H23,FALSE,356,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
191,H23,FALSE,356,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
191,H23,FALSE,356,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
192,H24,FALSE,372,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.315877652,NaN,NaN,0,,,,
192,H24,FALSE,372,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
192,H24,FALSE,372,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
171,H3,FALSE,42,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
171,H3,FALSE,42,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
171,H3,FALSE,42,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
172,H4,FALSE,58,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
172,H4,FALSE,58,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
172,H4,FALSE,58,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
173,H5,FALSE,74,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
173,H5,FALSE,74,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
173,H5,FALSE,74,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
174,H6,FALSE,90,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
174,H6,FALSE,90,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
174,H6,FALSE,90,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
175,H7,FALSE,106,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
175,H7,FALSE,106,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
175,H7,FALSE,106,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
176,H8,FALSE,120,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
176,H8,FALSE,120,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
176,H8,FALSE,120,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
177,H9,FALSE,136,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
177,H9,FALSE,136,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
177,H9,FALSE,136,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
193,I1,FALSE,5,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
193,I1,FALSE,5,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
193,I1,FALSE,5,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
202,I10,FALSE,145,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
202,I10,FALSE,145,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.38306553,NaN,0,,,,
202,I10,FALSE,145,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,31.96389476,NaN,0,,,,
203,I11,FALSE,161,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
203,I11,FALSE,161,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
203,I11,FALSE,161,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
204,I12,FALSE,177,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
204,I12,FALSE,177,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,34.01782527,NaN,0,,,,
204,I12,FALSE,177,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
205,I13,FALSE,193,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.536973073,NaN,24.76777458,0.988667738,24.76777458,,,
205,I13,FALSE,193,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.558515697,NaN,34.14610291,0.977782107,34.14610291,,,
205,I13,FALSE,193,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.401118415,NaN,30.79836082,0.982003626,30.79836082,,,
206,I14,FALSE,209,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.555995664,NaN,24.92574692,0.991125898,24.92574692,,,
206,I14,FALSE,209,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.403566382,NaN,32.79278946,0.967935128,32.79278946,,,
206,I14,FALSE,209,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.081195029,NaN,30.81957817,0.8960547,30.81957817,,,
207,I15,FALSE,223,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
207,I15,FALSE,223,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
207,I15,FALSE,223,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
208,I16,FALSE,239,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
208,I16,FALSE,239,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
208,I16,FALSE,239,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
209,I17,FALSE,255,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
209,I17,FALSE,255,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
209,I17,FALSE,255,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
210,I18,FALSE,271,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
210,I18,FALSE,271,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
210,I18,FALSE,271,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
211,I19,FALSE,287,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
211,I19,FALSE,287,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
211,I19,FALSE,287,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
194,I2,FALSE,21,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.084309732,NaN,NaN,0,,,,
194,I2,FALSE,21,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.499698108,NaN,34.33734512,0.972847153,34.33734512,,,
194,I2,FALSE,21,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.303301197,NaN,34.06018829,0.967743421,34.06018829,,,
212,I20,FALSE,303,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.76887504,NaN,0,,,,
212,I20,FALSE,303,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.83718696,NaN,0,,,,
212,I20,FALSE,303,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,29.72843305,NaN,0,,,,
213,I21,FALSE,317,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,25.06765917,NaN,0,,,,
213,I21,FALSE,317,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,28.63886064,NaN,0,,,,
213,I21,FALSE,317,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,27.26869403,NaN,0,,,,
214,I22,FALSE,333,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.252490149,NaN,NaN,0,,,,
214,I22,FALSE,333,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
214,I22,FALSE,333,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.339422728,NaN,NaN,0,,,,
215,I23,FALSE,349,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
215,I23,FALSE,349,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
215,I23,FALSE,349,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
216,I24,FALSE,365,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
216,I24,FALSE,365,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
216,I24,FALSE,365,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
195,I3,FALSE,35,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
195,I3,FALSE,35,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
195,I3,FALSE,35,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
196,I4,FALSE,51,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
196,I4,FALSE,51,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
196,I4,FALSE,51,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.130059602,NaN,36.32932281,0.941547227,36.32932281,,,
197,I5,FALSE,67,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
197,I5,FALSE,67,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
197,I5,FALSE,67,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
198,I6,FALSE,83,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
198,I6,FALSE,83,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
198,I6,FALSE,83,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
199,I7,FALSE,99,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
199,I7,FALSE,99,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
199,I7,FALSE,99,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
200,I8,FALSE,115,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
200,I8,FALSE,115,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
200,I8,FALSE,115,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
201,I9,FALSE,129,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
201,I9,FALSE,129,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
201,I9,FALSE,129,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
217,J1,FALSE,13,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
217,J1,FALSE,13,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
217,J1,FALSE,13,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
226,J10,FALSE,153,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
226,J10,FALSE,153,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
226,J10,FALSE,153,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
227,J11,FALSE,169,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
227,J11,FALSE,169,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
227,J11,FALSE,169,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
228,J12,FALSE,185,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.293454216,NaN,NaN,0,,,,
228,J12,FALSE,185,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
228,J12,FALSE,185,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
229,J13,FALSE,201,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
229,J13,FALSE,201,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,1.601033595,NaN,NaN,0,,,,
