Well,Well Position,Omit,Sample,Target,Task,Reporter,Quencher,Amp Status,Amp Score,BioRad Cq,Thermo Cq,Cq Confidence,Cq Mean,Cq SD,,
305,M17,FALSE,257,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
305,M17,FALSE,257,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
305,M17,FALSE,257,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
306,M18,FALSE,273,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
306,M18,FALSE,273,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
306,M18,FALSE,273,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
307,M19,FALSE,289,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
307,M19,FALSE,289,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
307,M19,FALSE,289,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
290,M2,FALSE,23,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
290,M2,FALSE,23,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.431448408,NaN,34.896492,0.967673063,34.896492,,,
290,M2,FALSE,23,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.20260746,NaN,34.3132782,0.962020026,34.3132782,,,
308,M20,FALSE,305,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,23.77724999,NaN,0,,,,
308,M20,FALSE,305,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.94808994,NaN,0,,,,
308,M20,FALSE,305,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,30.01248354,NaN,0,,,,
309,M21,FALSE,319,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.5740621,NaN,0,,,,
309,M21,FALSE,319,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
309,M21,FALSE,319,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,27.1584786,NaN,0,,,,
310,M22,FALSE,335,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
310,M22,FALSE,335,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
310,M22,FALSE,335,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
311,M23,FALSE,351,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
311,M23,FALSE,351,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
311,M23,FALSE,351,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
312,M24,FALSE,367,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
312,M24,FALSE,367,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
312,M24,FALSE,367,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
291,M3,FALSE,37,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
291,M3,FALSE,37,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
291,M3,FALSE,37,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.088773886,NaN,NaN,0,,,,
292,M4,FALSE,53,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
292,M4,FALSE,53,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
292,M4,FALSE,53,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.128613897,NaN,35.57249069,0.93990757,35.57249069,,,
293,M5,FALSE,69,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
293,M5,FALSE,69,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
293,M5,FALSE,69,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
294,M6,FALSE,85,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
294,M6,FALSE,85,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
294,M6,FALSE,85,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
295,M7,FALSE,101,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
295,M7,FALSE,101,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
295,M7,FALSE,101,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
296,M8,FALSE,117,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
296,M8,FALSE,117,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
296,M8,FALSE,117,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
297,M9,FALSE,131,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
297,M9,FALSE,131,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
297,M9,FALSE,131,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
313,N1,FALSE,15,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
313,N1,FALSE,15,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
313,N1,FALSE,15,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
322,N10,FALSE,155,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
322,N10,FALSE,155,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
322,N10,FALSE,155,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
323,N11,FALSE,171,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
323,N11,FALSE,171,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
323,N11,FALSE,171,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
324,N12,FALSE,187,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
324,N12,FALSE,187,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
324,N12,FALSE,187,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
325,N13,FALSE,203,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
325,N13,FALSE,203,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
325,N13,FALSE,203,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.198730671,NaN,NaN,0,,,,
326,N14,FALSE,217,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
326,N14,FALSE,217,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
326,N14,FALSE,217,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
327,N15,FALSE,233,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
327,N15,FALSE,233,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
327,N15,FALSE,233,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
328,N16,FALSE,249,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
328,N16,FALSE,249,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
328,N16,FALSE,249,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
329,N17,FALSE,265,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
329,N17,FALSE,265,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
329,N17,FALSE,265,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
330,N18,FALSE,281,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
330,N18,FALSE,281,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
330,N18,FALSE,281,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
331,N19,FALSE,297,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
331,N19,FALSE,297,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
331,N19,FALSE,297,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
314,N2,FALSE,29,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
314,N2,FALSE,29,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
314,N2,FALSE,29,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
332,N20,FALSE,311,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
332,N20,FALSE,311,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
332,N20,FALSE,311,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
333,N21,FALSE,327,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
333,N21,FALSE,327,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
333,N21,FALSE,327,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
334,N22,FALSE,343,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
334,N22,FALSE,343,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
334,N22,FALSE,343,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
335,N23,FALSE,359,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
335,N23,FALSE,359,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
335,N23,FALSE,359,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
336,N24,FALSE,375,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
336,N24,FALSE,375,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
336,N24,FALSE,375,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
315,N3,FALSE,45,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
315,N3,FALSE,45,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
315,N3,FALSE,45,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
316,N4,FALSE,61,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
316,N4,FALSE,61,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
316,N4,FALSE,61,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
317,N5,FALSE,77,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
317,N5,FALSE,77,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
317,N5,FALSE,77,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
318,N6,FALSE,93,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
318,N6,FALSE,93,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
318,N6,FALSE,93,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
319,N7,FALSE,109,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
319,N7,FALSE,109,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
319,N7,FALSE,109,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
320,N8,FALSE,123,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
320,N8,FALSE,123,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
320,N8,FALSE,123,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
321,N9,FALSE,139,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
321,N9,FALSE,139,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
321,N9,FALSE,139,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
337,O1,FALSE,8,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
337,O1,FALSE,8,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.364375334,31.72150996,33.81626511,0.961352014,33.81626511,,,
337,O1,FALSE,8,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.149647243,31.83935606,33.03371429,0.970998858,33.03371429,,,
346,O10,FALSE,148,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
346,O10,FALSE,148,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
346,O10,FALSE,148,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
347,O11,FALSE,164,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
347,O11,FALSE,164,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
347,O11,FALSE,164,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
348,O12,FALSE,180,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
348,O12,FALSE,180,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
348,O12,FALSE,180,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
349,O13,FALSE,196,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.580334389,NaN,25.15966415,0.984204587,25.15966415,,,
349,O13,FALSE,196,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.626086673,NaN,35.27666855,0.973349496,35.27666855,,,
349,O13,FALSE,196,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.438751227,NaN,31.22927475,0.98420591,31.22927475,,,
350,O14,FALSE,Neg Cntrl,PPMoV,UNKNOWN,CY5,NFQ-MGB,Amp,2.617410361,NaN,25.17258263,0.986824214,25.17258263,,,
350,O14,FALSE,Neg Cntrl,N Gene,UNKNOWN,FAM,NFQ-MGB,Amp,2.519712265,NaN,33.97258759,0.95041741,33.97258759,,,
350,O14,FALSE,Neg Cntrl,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.56965046,NaN,NaN,0,,,,
351,O15,FALSE,226,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
351,O15,FALSE,226,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
351,O15,FALSE,226,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
352,O16,FALSE,242,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
352,O16,FALSE,242,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
352,O16,FALSE,242,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
353,O17,FALSE,258,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
353,O17,FALSE,258,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
353,O17,FALSE,258,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
354,O18,FALSE,274,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
354,O18,FALSE,274,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
354,O18,FALSE,274,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
355,O19,FALSE,290,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
355,O19,FALSE,290,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
355,O19,FALSE,290,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
338,O2,FALSE,Neg Cntrl,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
338,O2,FALSE,Neg Cntrl,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
338,O2,FALSE,Neg Cntrl,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,Amp,2.064770745,NaN,36.32483292,0.902036179,36.32483292,,,
356,O20,FALSE,Neg Cntrl,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,24.66879883,NaN,0,,,,
356,O20,FALSE,Neg Cntrl,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,32.60250143,NaN,0,,,,
356,O20,FALSE,Neg Cntrl,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,29.64702608,NaN,0,,,,
357,O21,FALSE,320,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,25.01703396,NaN,0,,,,
357,O21,FALSE,320,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,29.01525391,NaN,0,,,,
357,O21,FALSE,320,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,26.97851536,NaN,0,,,,
358,O22,FALSE,336,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
358,O22,FALSE,336,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
358,O22,FALSE,336,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
359,O23,FALSE,352,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
359,O23,FALSE,352,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
359,O23,FALSE,352,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
360,O24,FALSE,368,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
360,O24,FALSE,368,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
360,O24,FALSE,368,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
339,O3,FALSE,38,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
339,O3,FALSE,38,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
339,O3,FALSE,38,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.283589028,NaN,NaN,0,,,,
340,O4,FALSE,54,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
340,O4,FALSE,54,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
340,O4,FALSE,54,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
341,O5,FALSE,70,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
341,O5,FALSE,70,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
341,O5,FALSE,70,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
342,O6,FALSE,86,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
342,O6,FALSE,86,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
342,O6,FALSE,86,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
343,O7,FALSE,102,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
343,O7,FALSE,102,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
343,O7,FALSE,102,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
344,O8,FALSE,Neg Cntrl,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
344,O8,FALSE,Neg Cntrl,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
344,O8,FALSE,Neg Cntrl,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
345,O9,FALSE,132,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
345,O9,FALSE,132,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
345,O9,FALSE,132,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
361,P1,FALSE,16,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
361,P1,FALSE,16,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
361,P1,FALSE,16,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
370,P10,FALSE,156,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
370,P10,FALSE,156,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
370,P10,FALSE,156,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,32.77507895,NaN,0,,,,
371,P11,FALSE,172,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
371,P11,FALSE,172,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
371,P11,FALSE,172,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
372,P12,FALSE,188,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
372,P12,FALSE,188,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
372,P12,FALSE,188,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
373,P13,FALSE,204,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,1.022673907,NaN,NaN,0,,,,
373,P13,FALSE,204,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
373,P13,FALSE,204,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
374,P14,FALSE,218,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
374,P14,FALSE,218,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
374,P14,FALSE,218,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
375,P15,FALSE,234,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
375,P15,FALSE,234,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
375,P15,FALSE,234,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
376,P16,FALSE,250,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
376,P16,FALSE,250,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
376,P16,FALSE,250,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
377,P17,FALSE,266,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
377,P17,FALSE,266,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
377,P17,FALSE,266,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,1.573949087,NaN,NaN,0,,,,
378,P18,FALSE,282,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
378,P18,FALSE,282,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,1.456248031,NaN,NaN,0,,,,
378,P18,FALSE,282,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
379,P19,FALSE,298,PPMoV,UNKNOWN,CY5,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
379,P19,FALSE,298,N Gene,UNKNOWN,FAM,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
379,P19,FALSE,298,IAC,UNKNOWN,VIC/HEX,NFQ-MGB,No Amp,0,NaN,NaN,0,,,,
