Well,Fluor,Target,Content,Sample,Biological Set Name,BioRad Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
K22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
K24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
L24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M01,FAM,,Unkn,,,33.60384657,33.60384657,0,NaN,NaN,NaN,0,55,
M01,HEX,,Unkn,,,33.4724834,33.4724834,0,NaN,NaN,NaN,0,55,
M01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M02,FAM,,Unkn,,,33.63155701,33.63155701,0,NaN,NaN,NaN,0,55,
M02,HEX,,Unkn,,,33.09336658,33.09336658,0,NaN,NaN,NaN,0,55,
M02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M04,FAM,,Unkn,,,33.73379963,33.73379963,0,NaN,NaN,NaN,0,55,
M04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M13,Cy5,,Unkn,,,23.77724999,23.77724999,0,NaN,NaN,NaN,0,55,
M13,FAM,,Unkn,,,32.94808994,32.94808994,0,NaN,NaN,NaN,0,55,
M13,HEX,,Unkn,,,30.01248354,30.01248354,0,NaN,NaN,NaN,0,55,
M13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M14,Cy5,,Unkn,,,24.5740621,24.5740621,0,NaN,NaN,NaN,0,55,
M14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M14,HEX,,Unkn,,,27.1584786,27.1584786,0,NaN,NaN,NaN,0,55,
M14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
M24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N01,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N01,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N13,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N13,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N13,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N14,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N14,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N14,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N15,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N15,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N15,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N16,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N16,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N16,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N16,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N17,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N17,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N17,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N17,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N18,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N18,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N18,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N18,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N19,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N19,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N19,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N19,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N20,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N20,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N20,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N20,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N21,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N21,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N21,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N21,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N22,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N22,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N22,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N22,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N23,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N23,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N23,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N23,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N24,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N24,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N24,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
N24,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O01,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O01,FAM,,Unkn,,,31.72150996,31.72150996,0,NaN,NaN,NaN,0,55,
O01,HEX,,Unkn,,,31.83935606,31.83935606,0,NaN,NaN,NaN,0,55,
O01,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O02,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O02,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O02,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O02,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O03,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O03,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O03,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O03,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O04,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O04,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O04,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O04,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O05,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O05,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O05,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O05,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O06,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O06,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O06,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O06,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O07,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O07,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O07,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O07,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O08,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O08,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O08,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O08,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O09,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O09,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O09,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O09,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O10,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O10,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O10,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O10,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O11,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O11,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O11,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O11,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O12,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O12,FAM,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O12,HEX,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O12,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O13,Cy5,,Unkn,,,24.66879883,24.66879883,0,NaN,NaN,NaN,0,55,
O13,FAM,,Unkn,,,32.60250143,32.60250143,0,NaN,NaN,NaN,0,55,
O13,HEX,,Unkn,,,29.64702608,29.64702608,0,NaN,NaN,NaN,0,55,
O13,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O14,Cy5,,Unkn,,,25.01703396,25.01703396,0,NaN,NaN,NaN,0,55,
O14,FAM,,Unkn,,,29.01525391,29.01525391,0,NaN,NaN,NaN,0,55,
O14,HEX,,Unkn,,,26.97851536,26.97851536,0,NaN,NaN,NaN,0,55,
O14,Texas Red,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
O15,Cy5,,Unkn,,,NaN,0,0,NaN,NaN,0,0,55,
